bi_reference,year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,sector,time_taken_to_report
BI36223,2022,Qtr 2,Employees,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI36226,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36226,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36226,2022,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36226,2022,Qtr 2,Employees,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36227,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36227,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36230,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36230,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36231,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,72 hours to 1 week
BI36233,2022,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI36234,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36234,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36240,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36242,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36242,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36245,2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36245,2022,Qtr 2,Unknown,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36249,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI36249,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI36250,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI36250,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI36255,2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI36255,2022,Qtr 2,Unknown,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI36256,2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36263,2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36263,2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36278,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36278,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36283,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36284,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36284,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36284,2022,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36284,2022,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36284,2022,Qtr 3,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36284,2022,Qtr 3,Children,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI36291,2022,Qtr 3,Unknown,Basic personal identifiers,No Further Action,Non Cyber,Failure to redact,1k to 10k,Health,24 hours to 72 hours
BI36291,2022,Qtr 3,Unknown,Health data,No Further Action,Non Cyber,Failure to redact,1k to 10k,Health,24 hours to 72 hours
BI36298,2022,Qtr 3,Patients,Data revealing racial or ethnic origin,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI36298,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI36304,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36304,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36308,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Hardware/software misconfiguration,1k to 10k,Health,More than 1 week
BI36325,2022,Qtr 3,Patients,Basic personal identifiers,No Further Action,Cyber,Phishing,100 to 1k,Health,More than 1 week
BI36325,2022,Qtr 3,Patients,Health data,No Further Action,Cyber,Phishing,100 to 1k,Health,More than 1 week
BI36334,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36334,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36339,2022,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI36343,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36343,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI36358,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI36358,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI36358,2022,Qtr 3,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI36358,2022,Qtr 3,Children,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI36359,2022,Qtr 3,Patients,Basic personal identifiers,No Further Action,Cyber,Ransomware,10k to 100k,Health,24 hours to 72 hours
BI36359,2022,Qtr 3,Patients,Health data,No Further Action,Cyber,Ransomware,10k to 100k,Health,24 hours to 72 hours
BI36360,2022,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,Unknown,Health,Less than 24 hours
BI36362,2022,Qtr 3,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,More than 1 week
BI36362,2022,Qtr 3,Patients,Health data,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,More than 1 week
BI36362,2022,Qtr 3,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,More than 1 week
BI36362,2022,Qtr 3,Employees,Health data,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,More than 1 week
BI36366,2022,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36366,2022,Qtr 3,Unknown,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36370,2022,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI36372,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36372,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36375,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Patients,Health data,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Patients,Official documents,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Employees,Health data,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Employees,Official documents,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Customers or prospective customers,Health data,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36375,2022,Qtr 3,Customers or prospective customers,Official documents,Informal Action Taken,Cyber,Phishing,Unknown,Health,Less than 24 hours
BI36378,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,72 hours to 1 week
BI36378,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,72 hours to 1 week
BI36380,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI36380,2022,Qtr 3,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI36395,2022,Qtr 3,Patients,Basic personal identifiers,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36395,2022,Qtr 3,Patients,Health data,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36398,2022,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI36399,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36399,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36404,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36404,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36404,2022,Qtr 3,Patients,Sex life data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36407,2022,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI36410,2022,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Failure to redact,10 to 99,Health,24 hours to 72 hours
BI36414,2022,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI36415,2022,Qtr 3,Users,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI36415,2022,Qtr 3,Users,Economic and financial data,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI36415,2022,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI36415,2022,Qtr 3,Employees,Economic and financial data,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI36415,2022,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI36415,2022,Qtr 3,Customers or prospective customers,Economic and financial data,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI36420,2022,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI36420,2022,Qtr 3,Unknown,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI36425,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,Health,Less than 24 hours
BI36436,2022,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36437,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI36437,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI36458,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI36458,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI36460,2022,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI36460,2022,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI36461,2022,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,72 hours to 1 week
BI36463,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,72 hours to 1 week
BI36463,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,72 hours to 1 week
BI36467,2022,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36467,2022,Qtr 3,Children,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI36468,2022,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI36476,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI36476,2022,Qtr 3,Patients,Sex life data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI36480,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36480,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI36497,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36497,2022,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI36499,2022,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,Health,24 hours to 72 hours
